text,author,likes,video_title,video_id,published_at,source,sentiment_score,sentiment_category
Very useful Mam🙏🏼thank you so much!!,@prags9819,0,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2022-07-09T15:16:17Z,youtube,0.5827,positive
Mam please talk about global developmental delay,@sreekutty975,1,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2022-09-05T15:26:15Z,youtube,0.0,neutral
Thank u for this information mam,@sabanazar4083,0,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2022-07-09T16:46:20Z,youtube,0.3612,positive
Hi mam boiling apple is good or bad for health to 1yr baby,@sitharabanu9620,2,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2022-09-12T19:06:15Z,youtube,-0.1531,neutral
Mam 6hrs once ku bathil na 5 hrs once oru time matum thappa koduthutan any prblm?,@twinkletwinkle3030,0,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2025-06-19T17:34:09Z,youtube,-0.3818,negative
I used ibuprofen combination paracetamol is it safe mam,@electricalworld4456,0,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2024-02-24T09:13:10Z,youtube,0.4404,positive
Doctor yen baby 35 days old avanukku umbilical innum aarala ullaiyum pogala azhumpothu perusa vanthututhu itha pathi video podunga Dr athavathu medicine use pannalama   povidone iodine power use pannalama,@mugilasathiyamoorthy9030,1,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2022-07-18T06:08:26Z,youtube,0.0,neutral
1yr bby fever 8kg weight fever 99.8how ml paracetamol drops mam,@DejuDeju-gw5tg,0,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2023-08-31T09:07:55Z,youtube,0.0,neutral
Hi sis.....enoda babyku 8 month aagudhu...naa daily sathu maavu kanji  kudukran...aanaa kuduka koodathunu solraga...pls reply panuga sis ..daily kuduklamaa venavaanu pls pls pls please reply panuga sis,@tamilaruna6238,1,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2022-09-27T13:35:38Z,youtube,0.4939,positive
Mam 4 month yennoda baby avanuku weight increase aaganun enna pannanum mam,@gayathrigayathri6968,1,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2022-07-29T15:57:47Z,youtube,0.3182,neutral
500 kode send,@RameshRamesh-gj9ch,0,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2025-08-24T14:35:01Z,youtube,0.0,neutral
Do not understand your language,@PunamYadav-lb2pi,1,Facts about PARACETAMOL- every parent must know #drabinaya #doctormommies #paracetamol,20Xkls6LkrM,2025-08-29T11:17:34Z,youtube,0.0,neutral
"Escuchar a alguien con algo de lógica y uso de razón, se agradece hoy en día.",@jorgecascante3978,1589,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T20:16:43Z,youtube,0.0,neutral
Porque los políticos creen que pueden meterse en la ciencia cuando la realidad es que no saben nada fuera de política que nisiquiera aplican bien.,@marioalbertosandovalcastru3848,637,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T20:49:55Z,youtube,-0.296,neutral
"No es raro, Trump cree que el calentamiento global no existe",@StemDeBolsillo,2209,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T20:10:55Z,youtube,-0.5267,negative
"""Pedirles que no lo tomen es prácticamente pedirles que sufran"" 💯❤",@usagichan1366,418,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T21:00:02Z,youtube,-0.296,neutral
Donde está el biologo desde el cerro 👀,@Juanluisito_Supremo_Craft_BP,620,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T20:10:02Z,youtube,0.0,neutral
"Ostras yo pensando que mi hijo es autista, porque yo soy autista, porque mi hermano mayor es autista, que seguramente mi madre es autista y resulta que es, porque mi mujer se tomó un Paracetamol en el embarazo",@juandiegolopezfernandez8076,315,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T20:29:05Z,youtube,0.0,neutral
"Como hermano mayor de un niño autista te doy las gracias desde el fondo de mi corazón. Es tanta la desinformación sobre el autismo y sumado a los prejuicios de la gente hacen que videos como este sean tan valiosos. Te sigo desde niño y gracias a ti me he interiorizado en las ciencias, jamás pensé ver un video tuyo sobre este tema, eres un ser humano increíble. Gracias por tanto❤",@Alex-i1e9l,103,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-24T01:51:25Z,youtube,0.0,neutral
"Soy Ginecólogo Obstetra , llevo 15 años ejerciendo mi especialidad ; actualmente hay varios grupos de fármacos bien estudiados de más de 30 años entre ellos el paracetamol el cual no me gusta por qué hay muchos mejores , pero que en el embarazo es el más seguro. Fácilmente llevaré en mi carrera el control de más de 8000 a 10 mil embarazos donde tuve que dar paracetamol o algún otro fármacos de los seguros ya comprobados , donde si no lo haces la enfermedad acabaría con la madre o lo que antes se le decía el producto, pongamos el ejemplo más clásico de tener que usar algún antibiótico para la madre que de no usarse acabaría con el bebé, o amenazas de aborto. Como es sector privado el 90% siguen llevando control con nosotros a través del pediatra / neonatólogo durante 3 a 5 años , en esos 15 años de control de embarazo no me ha tocado ver ningún caso de un niño que se haya vuelto autista, que estadísticamente podría ser pero no sería por los fármacos.
También en su momento quedó un tiempo que era por las vacunas. Cabe mencionar que todos estos niños que menciono tienen todas su vacunas.",@gregoryhouse7862,37,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-24T09:03:51Z,youtube,-0.765,negative
"Si hay algo que la administración de Trump está intentando (y, por desgracia, consiguiendo) es en hacer que la mayor cantidad de gente posible sufra de manera completamente innecesaria e injustificable. Así que visto desde ese punto de vista no me sorprende para nada que quieran que las embarazadas no tomen el único analgésico que pueden.",@fatalis-quest1709,275,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T20:16:35Z,youtube,-0.5267,negative
"Gracias por atacar la desinformación, como comunicador con la gran cantidad de suscriptores que tiene tu canal y como alguien que apoya la promoción del conocimiento científico a todo el mundo con explicaciones sencillas y con alto nivel de preparación para cada video, entendiste como muchos difusores de la ciencia, tu labor con la sociedad, como personal del cuidado de la salud, te lo agradezco de corazón, es un trabajo que todos tenemos, evitar la desinformación que como tú mencionas, tiene consecuencias reales y son capaces de aumentar el sufrimiento de muchísimas personas en este mundo. Felicitaciones por su increíble trabajo a ti y a todo tu equipo. :)
Saludos desde México.",@jerarudosabedraable,5,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-29T01:45:55Z,youtube,0.4588,positive
Decir que hay una pandemia de autismo en la actualidad es como si hace unos siglos alguien dijera que hay una pandemia de zurdos.,@edenmictlan,294,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T20:44:21Z,youtube,0.0,neutral
"Y este señor me estrechó la mano, me tome una foto con él y le enfatice el trabajo maravilloso que hace en la sociedad, no podría estar más orgulloso de seguir a alguien tan brillante",@diegogomez-oj7my,8,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-24T04:04:38Z,youtube,-0.296,neutral
"Joder, todo causa autismo. El paracetamol, las vacunas, ... Hay que recordar que Trump fue uno de los que dijo que el COVID se solucionaba bebiendo lejía.",@trueh,117,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T20:56:53Z,youtube,0.0,neutral
"Buen trabajo. Es lamentable que la gente inteligente a día de hoy deba invertir su tiempo en desmentir estupideces en lugar de avanzar la investigación en otros ámbitos... Pero bueno, es lo que toca, supongo...",@xenxolerenxo8832,86,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T20:22:54Z,youtube,-0.3612,negative
No entiendo cómo la gente puede votar a semejante elemento.,@asiergoralurraosoa.6665,124,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T20:55:04Z,youtube,-0.296,neutral
"El mismo señor que dijo que el calentamiento global no existe porque en ese momento tenía frío. Y es presidente, imagínate.",@lissewan1739,18,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-24T02:56:20Z,youtube,-0.296,neutral
Esa necesidad de los presidentes de decir pelotudeces XD,@bauty_ps3,18,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-23T20:22:01Z,youtube,0.6739,positive
"Recordemos que es el mismo que durante la pandemia aconsejó al pueblo americano que debiera lejía, y lo hicieron.",@YasmanyTamayo-pu4eg,1,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-27T18:34:11Z,youtube,0.0,neutral
"Tengo entendido que después de anunciar lo del paracetamol, sugirió el uso de cierto tipo de medicamento contra el autismo, casi como una publicidad.
No estoy 100% seguro de esto, solo lo escuche de un 3ro",@VioleGrace10,6,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-09-24T02:56:41Z,youtube,-0.296,neutral
"Si la Tylenol es mas suave y hace daño al hígado y los riñones.
Cuánto mas ese fármaco a un feto. Hacen muchos estudios y gastan millones de dólares en investigaciones , que aún no encuentran la cura para la diabetes y el cáncer.",@irmanogueras,1,El Paracetamol NO Causa Autismo,Wmym4oeRwKc,2025-11-02T09:53:28Z,youtube,0.2023,neutral
"It means they doesn't heal the wounds instead they just cut off the sensation. Wow, its better to heal rather then taking a temporary solution.",@SakshiGupta-ix3zd,16,How do Paracetamol and Pain killers work? By VMC Medical,5nxhDUGxccA,2024-11-19T10:13:05Z,youtube,0.7845,positive
Great,@abhisaharan4190,4,How do Paracetamol and Pain killers work? By VMC Medical,5nxhDUGxccA,2024-11-12T15:20:01Z,youtube,0.6249,positive
Medicine doctor or pharmacist se puch k lena chahiye,@MobileTech1878,5,How do Paracetamol and Pain killers work? By VMC Medical,5nxhDUGxccA,2024-11-13T09:46:43Z,youtube,0.0,neutral
Few clips are from tedxeducation,@SanchitaYadav-q3w,1,How do Paracetamol and Pain killers work? By VMC Medical,5nxhDUGxccA,2025-08-04T14:21:59Z,youtube,0.0,neutral
Bhaiya kitne channel khologe 😂,@innocentgamer2314,7,How do Paracetamol and Pain killers work? By VMC Medical,5nxhDUGxccA,2024-11-13T06:41:37Z,youtube,0.0,neutral
NOCICEPTORS NOT LINKED WITH PARACETAMOL,@MEDIREP,0,How do Paracetamol and Pain killers work? By VMC Medical,5nxhDUGxccA,2025-08-24T07:23:34Z,youtube,0.0,neutral
Gracias doctora es tan linda tiene una forma de hablar que conforta 🥰🌹🌹🌹🌹🌹,@gamerspasivo,3,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2025-03-15T23:53:57Z,youtube,0.0,neutral
"Y tú eres una super heroina ADORABLE, admirable y encantadora… Escucharte MEJORA LA SALUD 🥳 Gracias por existir 💖👏🏽👏🏽👏🏽",@raquelalamedapadilla3066,13,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2022-12-02T20:19:53Z,youtube,0.9087,positive
Me encantan los vídeos que no se andan con rodeos para explicar el punto,@Gymooo,22,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2021-12-31T22:48:27Z,youtube,-0.296,neutral
"Buen video!!! sencillo, sin tantas vueltas",@discotutoss1815,7,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2022-05-18T14:23:14Z,youtube,-0.6679,negative
Deberían hacer más vídeos tan instructivos sobre Salud,@Produella,2,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2024-02-24T01:01:48Z,youtube,0.0,neutral
Muy bien explicado gracias 👍🏻❤️,@edgarsuarez4030,1,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2022-12-06T21:08:11Z,youtube,0.0,neutral
maravillosa explicación,@FulanodeTal-wh8ub,0,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2023-08-15T09:17:03Z,youtube,0.0,neutral
Gracias 🙏👍,@Sosunny1,1,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2022-07-06T15:16:46Z,youtube,0.0,neutral
¡ divina profesional!,@diaguita9808,0,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2022-08-14T04:26:11Z,youtube,0.0,neutral
Gracias Gracias por tan buena información ❤,@paularojas9020,0,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2024-09-11T19:05:21Z,youtube,0.0,neutral
Una buena explicación.   Me encanta el método de explicación. Gracias 🙂,@angelyandry9327,4,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2022-08-08T09:42:37Z,youtube,0.0,neutral
Me gusto mucho la explicación,@carlosgomez5341,0,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2022-09-18T03:39:38Z,youtube,0.0,neutral
"Muy bueno, tengo fiebre y me estoy cayendo a pedazos xd",@estoylol1799,2,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2023-11-07T18:27:23Z,youtube,0.5859,positive
Excelente información. Gracias.,@beto.aveiga,0,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2022-06-05T13:23:27Z,youtube,0.0,neutral
"Sirve para revelar película blanco y negro. 15 gramos de paracetamol se diluyen en 250ml de agua y 20 gramos de sosa, mas 15 gramos de sulfito de sodio. se deja reposar 3 días en frasco ámbar de vidrio y luego se diluye según la massive development chart. Se llama Rodinal.",@argentik82,0,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2023-04-05T05:28:47Z,youtube,0.0,neutral
Muy buen video,@luisalfonsogonzalezmartin950,2,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2020-03-22T14:45:09Z,youtube,0.0,neutral
gracias!!!,@LuisaSaavedra-ju3cg,0,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2024-03-10T17:55:02Z,youtube,0.0,neutral
"Me ha dado un dolor de garganta moderado, dentro de 10 minutos voy a tomar mi tercera toma de Paracetamol después de ver este video me doy cuenta que necesitaba tomar Ibuprofeno porque mi garganta está inflamada, el Paracetamol me ha ayudado a reducir un poco el dolor pero mi duda es que si en tal caso, mañana amanezca sin dolor pero sigue inflamada la garganta con el pasar las horas au efecto disminuye o sea la inflamación o me tocaría acudir a otro medicamento, porque no es algo tan grave que digamos es algo normal.",@israelurenaalcivar8108,1,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2023-08-16T03:50:12Z,youtube,-0.5574,negative
Hola gracias por el video muy completo. Se puede tomar ibuprofeno junto con la Loratadina,@pamelakatherinepradolemos5529,0,¿Es mejor tomar paracetamol o ibuprofeno?  | EL MUNDO,CIp33P9Io9g,2024-11-14T10:55:18Z,youtube,0.0,neutral
"“We identified 46 studies for inclusion in our analysis. Of these, 27 studies reported positive associations (significant links to NDDs), 9 showed null associations (no significant link), and 4 indicated negative associations (protective effects). Higher-quality studies were more likely to show positive associations. Overall, the majority of the studies reported positive associations of prenatal acetaminophen use with ADHD, ASD, or NDDs in offspring, with risk-of-bias and strength-of-evidence ratings informing the overall synthesis.”",@Snoopy8784,8,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-24T15:28:20Z,youtube,0.836,positive
"Amazing that the Spectator just refers to the Harvard study as “just one study” without mentioning that this “one study” included an analysis of 46 studies, and of those 27 studies reported “positive associations” ……",@Snoopy8784,14,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-24T15:25:51Z,youtube,0.5859,positive
For decades there has been evidence of association. No study before this has proven causation and this doesn’t appear to either. There are simply too many factors and in the US with their food chemical standards it will add to the variability. Common sense however is don’t take any drugs unless you absolutely have to and only after checking with your doctor.,@MakeBritainGreat,21,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T14:02:52Z,youtube,-0.296,neutral
"If there's any doubt, then he was right to inform the public so they can  decide for themselves. I'd sooner know what may be wise to avoid.",@markharris7662,32,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T15:38:30Z,youtube,-0.1531,neutral
"Note that that chart does not really show prevalence. It shows diagnosis rate. It's only recently that people have realised that autism can be present without learning disabilities, hence the increased diagnosis rate. It is impossible to know prevalence historically.",@neil_gg_,23,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T15:23:21Z,youtube,0.2732,neutral
"One study isn’t enough to be conclusive. However, these concerns should not be so readily  dismissed out of hand. More study is required.",@dorthonian,68,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T12:20:17Z,youtube,0.4939,positive
"""the rise is so stark in fairness to the president that it can't purely be explained by [increased awareness and testing]"". That's a (pretty abitrary) claim, not a fact.",@neil_gg_,5,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T15:26:04Z,youtube,0.0,neutral
"The sibling thing is a nonsense… every pregnancy is different… I have six kids, I had terrible back pane with my 5 th one, pelvis issues…. It was all hormonal, had to go for physio therapy…  didn’t take any meds for it… but maybe other women would have??? Also you can get serious infections, viral, bacterial etc….. so no, every pregnancy is totally different…",@monikapatki,2,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-25T13:54:11Z,youtube,-0.7808,negative
"People should do their own research, use a number of sources to help inform their view.
People are free to choose what they belive in and what they choose to do or not do.
All choices come with the potential of consequences, so becoming well informed is key to making good choices.",@cameronajz,4,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T13:20:38Z,youtube,0.8905,positive
Very fair and balanced - thank you. I do think we should be more concerned about the causes.,@armstrong698,4,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T12:46:36Z,youtube,0.624,positive
The statement made by the Spectator journalist at the end really needs to cut and pasted to the beginning  to encourage the viewer to listen to the whole peice as it is not 'mad' as it first seems.  I look forward further investigations by scientists.,@niknikmoore,5,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T15:44:52Z,youtube,0.235,neutral
"In the Swedish study… the question asked was not specifically about paracetamol but about taking medications in pregnancy…. I was prescribed antibiotics in first trimester just because of a simple urine test and as a precaution… I said I prefer to wait, took another urine sample later and it was fine…. if I followed the doctor I would have taken the meds that actually had many side effects…. The truth is that Panadol is being presented as completely harmless and women can obviously take it lightly…..",@monikapatki,2,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-25T13:49:19Z,youtube,0.7086,positive
"Mr.Trump is more active and honest, but you still keep mocking him. The people that are worried are pharmaceutical companies",@archivedvideos3907,21,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T15:24:44Z,youtube,-0.4717,negative
"They said the same in the 50's & 60's with thalidomide. Given to pregnant mums for nausea. 
It wasn't harmful...how wrong, they were.",@sallyyeomans3456,34,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T13:28:25Z,youtube,0.3724,positive
"Where is their Chief Medical Officer? Surely it is someone with expertise in the area who should be giving the message out! 

Here is what I’d ask. 

1 what stage of pregnancy is there an issue.
2 how many tablets become an issue. 
3 what period of time is it safe to take the tablets.

The problem is no one will question the claim!",@sr6424,5,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T14:01:12Z,youtube,0.5972,positive
"1 in 20,000 kids autistic and now to 1 in 31 😮
 
Clearly, there's an issue with something commonplace that people are consuming.

Every woman I've known goes through packets of this stuff and always has it handy


As a bloke, a pack of paracetamol sits in the bottom of my drawer for emergencies and lasts me about 2 years.",@simonpayne8252,3,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T13:33:49Z,youtube,0.4019,positive
"Correlation isn't causation though is it.

Are women with difficult pregnancies, other health conditions, poor lifestyle choices etc. more likely to take paracetamol?

We then say it's the paracetamol but the reality is, it could be the underlying reason they are taking paracetamol which is the cause, not the paracetamol itself.",@GGeJJ1,14,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T13:28:16Z,youtube,-0.4215,negative
"No parent reads that chart and say ""oh nothing to worry about then"".",@Performanceandrehab,12,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-23T12:35:48Z,youtube,0.0531,neutral
"1. ""The president made some very clear advice to pregnant American women and also children, which is, they should stop taking this drug."" - this is highly irresponsible advice. As the controversial meta-study itself concludes: ""While this association warrants caution, untreated maternal fever and pain pose risks such as neural tube defects and preterm birth, necessitating a balanced approach. We recommend judicious acetaminophen use—lowest effective dose, shortest duration—under medical guidance, tailored to individual risk–benefit assessments, rather than a broad limitation."" In the UK (and I'm sure the US and other countries) this was already the standard advice.
2. ""The prevalence of autism ... has exploded"" - wrong and this is misleading people. The prevalence *of a label* has exploded. The label's diagnostic criteria have changed - broadened - over time. ""In fairness"" this video mentions that in the following sentence. But the video doesn't give it the weight it's due. And we can see from comments here that people are taking phrases like ""the prevalence has exploded"" literally. But the map is not the territory. The more non-disabled people who are added to a category that was mainly disabled people, the category will necessarily in frequency and decrease in severity. 
3. Leo Kanner published the first systematic identification of infantile autism in 1943. Autism wasn't included in the Diagnostic and Statistical Manual of Mental Disorders (DSM) until 1980 (DSM III). Some commenters are saying when they were children they didn't know of any autistic children - well, if you were a child before 1980 those children would have been labeled retards or schizophrenics or such. Read The Diagnosis of Autism: From Kanner to DSM-III to DSM-5 and Beyond for a description of how the diagnoses and labels changed.
4. ""A diagnosis of ASD now includes several conditions that used to be diagnosed separately: autistic disorder, pervasive developmental disorder not otherwise specified (PDD-NOS), and Asperger syndrome. Your doctor or other healthcare provider can help you understand and navigate the diagnostic process."" - CDC
5. Read the Scientific American article, Does Tylenol Use during Pregnancy Cause Autism? What the Research Shows.
6. Please stop sane-washing what Trump says.",@arfurascii2232,3,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-24T07:59:17Z,youtube,-0.3612,negative
The verbal gymnastics to get to that sign-off line. The world is getting really weird.,@cian_dali,0,The truth about paracetamol and autism | Reality Check,uASXxFNOYDk,2025-09-24T13:35:46Z,youtube,-0.2484,neutral
Mais uma que serve a indústria farmacêutica,@LeonardoPereira-c8j,0,Paracetamol causa autismo? Entenda a verdade! #draanaescobar #Paracetamol #SaúdeInfantil #fatooufake,W2JZwZnzcMc,2025-10-18T21:47:33Z,youtube,0.0,neutral
Paracetamol bharat s export hoti h america ko isliye 😊😊,@sharwansingh31,30,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T15:00:08Z,youtube,0.0,neutral
Ab yeh doctor banega 😂😂😂😂,@jemspotter786,27,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T14:37:12Z,youtube,0.0,neutral
My mother....never took any medicine...when she was pregnant....I dnt know the reason...but she told me that my grandmother said her that it will directly affect the growth and development of foetus....❤❤❤❤,@Riya786ful,0,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T17:55:24Z,youtube,0.3818,positive
Dr. trump ने बोला तो बोला😂,@Markit91,4,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T15:13:49Z,youtube,0.0,neutral
Is he a doctor who said doctor to do so??,@samirkumar5205,2,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T15:06:48Z,youtube,0.0,neutral
"Covid19 me America paracetamol ki bheekh manga tha India se ,wo din bhul gaya ye",@dimplerauniyar4826,4,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T15:48:46Z,youtube,0.0,neutral
Oh Ho Aaj Raja Babu Ke Dost Dr Bane Hai 😅😅,@aryanpandit4750,0,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T20:56:30Z,youtube,0.0,neutral
कन्वर्टेड ❤,@eCivicTalk,0,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T14:33:19Z,youtube,0.0,neutral
Made in USA than Dr Trump can advice take Telenor/Paracitamol 😮😊,@ARanvlogs,1,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T15:36:08Z,youtube,0.0,neutral
Ab American medicine war kar raha hai😂😂😂😂,@KBV_KHAJAULIBOYVIDEO,1,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T15:54:59Z,youtube,-0.5994,negative
अच्छा यह जुमलाबाज डाक्टर भी है कल कह देगा कि पहले मैं चाय बेचता था 😂,@सच्चाईकीतलाशमेंआमआदमी,0,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-24T07:52:57Z,youtube,0.0,neutral
He is the one who recommended Hydroxychloroquine. 😊,@prsaurabhsharma,0,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T15:17:37Z,youtube,0.2023,neutral
I LOVE MUHAMMAD ❤❤❤,@powerofworld8975,9,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T14:19:42Z,youtube,0.7125,positive
Trumpet 🎺,@viney773,0,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T15:46:39Z,youtube,0.0,neutral
"अभी मेने खाई है 
सर दर्द गायब हो गया मेरा",@HunnyRaj-u4t,0,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T15:39:12Z,youtube,0.0,neutral
ये लंगूर का दिमाग सठीया गया है,@Vijayraj-me3ny,1,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T15:09:01Z,youtube,0.0,neutral
Aloo khaoge,@ShivamYadav-j5x2c,0,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T15:18:58Z,youtube,0.0,neutral
Donald duck 🦆,@drmohdtanveer,2,Pregnancy में Paracetamol खाना क्या नुकसानदायक होता है? #paracetamol #trump #pregnancy,ZJANwF-lHfc,2025-09-23T14:42:43Z,youtube,0.0,neutral
Can you share the link of the released order,@saurabhyadav247,2,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2024-09-03T16:38:18Z,youtube,0.296,neutral
"I just don't wanna waste thousands of rupees to take the medicines from the doctor, I will concern Rs.1 paracetamol",@rdxdevil5083,2,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2024-09-09T19:15:30Z,youtube,0.3252,neutral
